Date,Surverse,d15min,d30min,d1h,d2h,d4h,d6h,d12h,d24h
2016-07-26,0,0.25,0.5,0.5,0.5,0.5,0.5,1.75,2.5
2016-07-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2016-07-28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-07,0,0.5,0.75,0.75,1.0,1.0,1.0,1.0,1.0
2016-08-08,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-12,0,1.5,2.0,2.0,2.0,2.0,2.0,3.0,3.0
2016-08-13,1,8.0,8.5,8.75,9.75,11.25,11.5,14.75,15.75
2016-08-14,1,4.5,5.0,6.75,8.5,11.25,15.0,26.5,30.5
2016-08-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25
2016-08-16,1,8.0,12.75,20.0,38.0,58.75,78.5,89.25,89.25
2016-08-17,1,0.75,1.75,11.75,18.5,39.25,77.25,92.5,92.5
2016-08-18,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2.5
2016-08-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2016-08-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-21,1,2.5,4.25,6.75,10.0,19.0,22.0,22.25,22.25
2016-08-22,0,0.0,0.0,0.0,0.0,0.0,0.75,22.25,22.25
2016-08-23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-25,0,1.25,1.5,1.75,2.0,2.0,2.0,2.0,2.0
2016-08-26,0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2.0
2016-08-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-30,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2016-08-31,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5
2016-09-01,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2016-09-02,0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
2016-09-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-07,0,2.25,4.0,4.75,4.75,4.75,4.75,4.75,4.75
2016-09-08,0,3.25,3.75,4.25,5.25,7.25,7.25,7.5,13.25
2016-09-09,0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,8.5
2016-09-10,0,1.0,1.25,1.25,1.25,1.25,1.25,1.25,1.25
2016-09-11,0,4.25,4.25,5.25,5.5,5.5,7.25,7.5,8.5
2016-09-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25
2016-09-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-17,0,0.5,0.5,0.5,0.75,1.0,1.0,1.25,1.25
2016-09-18,0,0.5,0.75,1.0,1.25,2.0,2.0,3.0,3.0
2016-09-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2016-09-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-22,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2016-09-23,0,0.25,0.5,1.0,1.25,1.25,1.25,1.75,1.75
2016-09-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
2016-09-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-27,0,0.5,0.75,1.25,2.0,2.5,2.5,2.75,2.75
2016-09-28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75
2016-09-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-02,0,0.25,0.25,0.25,0.5,0.75,1.0,1.0,1.0
2016-10-03,0,0.25,0.25,0.25,0.5,0.5,0.75,1.5,1.5
2016-10-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2016-10-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-08,1,2.0,4.0,6.0,8.75,10.5,13.25,17.0,17.0
2016-10-09,0,0.25,0.25,0.25,0.25,0.25,0.25,10.25,17.25
2016-10-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2016-10-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-13,1,1.25,2.25,4.25,5.75,7.0,7.0,7.0,7.0
2016-10-14,0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,7.0
2016-10-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-16,0,3.0,4.25,4.25,4.5,5.75,8.5,9.5,10.5
2016-10-17,0,0.0,0.0,0.0,0.25,0.25,1.0,5.75,10.5
2016-10-18,0,1.25,1.75,2.5,4.25,4.5,5.25,5.25,6.0
2016-10-19,0,0.0,0.0,0.0,0.0,0.25,0.75,0.75,6.0
2016-10-20,1,1.75,3.0,5.25,9.25,14.5,15.75,17.25,17.25
2016-10-21,1,1.5,2.75,5.0,9.25,15.75,23.25,40.75,57.25
2016-10-22,1,1.0,1.75,3.5,6.25,10.5,15.5,21.5,41.75
2016-10-23,1,1.0,2.0,3.5,5.75,11.0,16.5,28.75,36.0
2016-10-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75
2016-10-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-27,0,1.0,2.0,3.25,5.75,7.5,10.0,10.0,10.0
2016-10-28,0,0.5,1.0,2.0,3.75,6.25,10.25,17.5,18.75
2016-10-29,0,1.0,1.5,2.0,3.25,4.5,4.5,5.5,8.25
2016-10-30,0,0.0,0.0,0.0,0.0,0.0,0.25,1.25,6.25
2016-10-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,0,5.25,7.5,9.0,9.75,14.75,18.25,34.5,50.5
2017-05-02,0,0.0,0.25,0.5,1.0,10.25,11.5,15.75,50.25
2017-05-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-05,0,1.5,2.25,3.75,4.75,8.0,9.25,13.0,16.0
2017-05-06,0,3.0,3.75,4.5,4.5,4.75,7.25,13.75,20.5
2017-05-07,0,0.5,1.0,1.75,3.0,4.0,4.25,6.25,10.25
2017-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
2017-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-13,0,0.5,0.5,0.75,1.0,1.0,1.0,1.0,1.0
2017-05-14,0,0.25,0.5,0.75,1.0,1.5,1.5,2.0,3.25
2017-05-15,0,0.25,0.5,0.75,1.0,1.0,1.0,2.0,3.25
2017-05-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2017-05-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-18,0,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75
2017-05-19,0,0.0,0.25,0.25,0.25,0.75,0.75,0.75,0.75
2017-05-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-22,0,1.0,1.25,1.25,1.25,2.0,2.5,4.25,5.25
2017-05-23,0,0.0,0.0,0.0,0.0,0.25,1.0,2.0,5.25
2017-05-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-25,0,2.0,3.5,6.5,10.75,14.75,16.5,17.25,17.25
2017-05-26,0,0.25,0.5,1.25,3.0,12.25,16.5,17.75,18.75
2017-05-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.5
2017-05-28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-29,0,0.75,1.25,2.25,3.75,5.25,5.75,7.0,7.0
2017-05-30,1,2.75,4.5,5.75,8.0,8.5,8.5,11.25,13.25
2017-05-31,0,0.25,0.25,0.25,2.75,2.75,2.75,11.25,12.25
2017-06-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2017-06-02,0,0.25,0.25,0.5,0.75,1.0,1.0,1.75,1.75
2017-06-03,0,0.0,0.0,0.0,0.5,1.0,1.0,1.75,1.75
2017-06-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-05,1,1.75,3.5,6.25,10.5,15.5,20.0,35.75,36.25
2017-06-06,1,1.0,2.0,3.5,7.5,13.75,18.5,38.0,49.0
2017-06-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2017-06-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-12,1,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5
2017-06-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
2017-06-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-16,1,3.25,5.25,7.75,12.0,15.0,22.0,25.5,25.75
2017-06-17,0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,25.75
2017-06-18,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2017-06-19,0,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0.75
2017-06-20,1,9.25,12.75,15.5,18.25,20.25,20.25,30.0,30.0
2017-06-21,0,0.5,0.5,0.5,0.5,0.5,0.5,9.75,30.25
2017-06-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
2017-06-23,0,1.25,2.0,2.5,4.5,5.25,6.75,10.5,11.75
2017-06-24,0,0.0,0.0,0.0,0.0,0.75,1.25,1.25,11.75
2017-06-25,0,3.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75
2017-06-26,0,0.75,0.75,0.75,0.75,0.75,0.75,5.5,5.5
2017-06-27,0,1.25,2.25,4.0,4.0,4.0,4.0,4.0,4.0
2017-06-28,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
2017-06-29,0,0.25,0.5,0.75,1.25,2.0,2.0,2.0,2.0
2017-06-30,0,0.25,0.25,0.25,0.25,0.5,1.5,2.0,2.25
2017-07-01,0,3.5,4.0,4.5,5.0,5.0,5.0,7.75,8.0
2017-07-02,0,0.0,0.5,0.5,5.0,5.0,5.0,7.25,8.0
2017-07-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-07,1,4.25,5.75,7.75,8.5,8.5,8.5,8.5,8.5
2017-07-08,1,10.5,16.0,18.5,19.5,19.5,20.5,26.75,28.25
2017-07-09,0,1.25,1.25,1.25,1.25,1.25,1.25,7.25,28.25
2017-07-10,0,0.25,0.5,0.75,1.0,1.0,1.0,1.25,2.25
2017-07-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-07-12,0,0.25,0.5,0.75,0.75,0.75,0.75,0.75,0.75
2017-07-13,0,0.25,0.5,1.0,1.25,2.0,2.25,2.75,2.75
2017-07-14,0,0.75,1.25,2.5,3.75,3.75,3.75,3.75,3.75
2017-07-15,0,1.5,2.25,2.5,2.75,2.75,3.0,6.5,6.75
2017-07-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2017-07-17,0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0
2017-07-18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-07-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-21,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2017-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
2017-07-23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-24,0,0.75,1.5,3.0,5.5,8.5,10.25,13.75,14.75
2017-07-25,0,0.5,0.75,1.0,1.5,2.75,3.25,12.75,16.75
2017-07-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75
2017-07-27,0,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5
2017-07-28,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5
2017-07-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-31,1,6.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
2017-08-01,0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,8.5
2017-08-02,0,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
2017-08-03,0,0.0,0.0,0.0,0.0,0.0,2.25,2.25,2.25
2017-08-04,0,0.75,1.0,1.25,1.75,2.0,2.0,3.25,4.0
2017-08-05,0,2.25,3.5,5.0,8.5,8.75,10.0,13.0,15.5
2017-08-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2017-08-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-10,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2017-08-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2017-08-12,0,2.5,3.0,3.0,3.5,3.75,6.75,7.25,8.5
2017-08-13,0,0.25,0.5,0.75,0.75,0.75,1.25,2.0,8.75
2017-08-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
2017-08-15,1,2.25,3.25,3.75,5.25,6.25,6.25,6.25,6.25
2017-08-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
2017-08-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-18,0,3.75,4.75,6.75,11.5,19.5,20.0,20.0,20.0
2017-08-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2017-08-20,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2017-08-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2017-08-22,1,6.75,7.75,8.5,8.5,16.5,16.5,18.25,18.25
2017-08-23,0,0.0,0.0,0.0,0.0,0.0,1.75,16.5,18.25
2017-08-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-31,0,3.0,4.0,4.75,4.75,5.0,5.0,5.0,5.0
2017-09-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2017-09-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-03,1,3.25,4.25,6.25,11.0,17.5,21.25,27.5,28.75
2017-09-04,0,1.0,2.0,2.5,2.75,2.75,3.0,9.5,28.75
2017-09-05,0,1.0,1.75,2.5,2.75,2.75,2.75,5.75,5.75
2017-09-06,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2.75
2017-09-07,1,1.5,2.75,4.0,4.25,5.0,5.25,10.0,10.75
2017-09-08,0,0.0,0.0,0.0,0.5,0.5,0.5,0.75,10.75
2017-09-09,0,1.0,1.25,2.5,2.75,2.75,2.75,2.75,2.75
2017-09-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75
2017-09-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-27,1,4.0,7.75,8.25,8.25,9.0,9.0,9.0,9.0
2017-09-28,0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0
2017-09-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-04,1,6.0,7.5,8.75,12.75,14.0,14.75,14.75,14.75
2017-10-05,0,0.0,0.0,0.0,0.0,4.5,13.25,14.75,14.75
2017-10-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-07,0,1.0,1.75,3.0,3.5,3.5,3.5,3.5,3.5
2017-10-08,0,2.0,2.75,5.25,6.75,8.25,8.25,8.25,11.75
2017-10-09,1,2.75,4.75,8.5,16.0,27.25,30.5,32.0,32.0
2017-10-10,0,0.0,0.0,0.0,0.0,0.0,0.5,19.0,32.0
2017-10-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-14,0,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5
2017-10-15,0,5.75,6.0,6.25,7.75,8.75,8.75,9.75,15.0
2017-10-16,0,0.0,0.0,0.0,0.0,0.25,8.0,8.75,15.0
2017-10-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-24,1,8.75,12.25,16.75,20.0,35.25,37.0,38.0,38.0
2017-10-25,0,0.0,0.0,0.0,0.0,0.25,2.25,37.75,38.0
2017-10-26,0,0.75,1.25,1.75,2.5,3.5,3.75,4.0,4.0
2017-10-27,0,0.0,0.0,0.0,0.25,0.25,2.25,4.0,4.0
2017-10-28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-29,0,1.5,2.5,4.25,7.25,10.5,13.0,16.25,24.0
2017-10-30,1,1.25,1.5,2.5,4.0,10.25,14.0,18.25,29.5
2017-10-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2018-05-01,0,0.25,0.25,0.5,0.75,1.0,1.0,1.0,1.0
2018-05-02,0,1.0,1.75,1.75,1.75,1.75,1.75,1.75,2.0
2018-05-03,1,4.0,5.75,8.0,14.0,20.0,20.25,23.75,25.5
2018-05-04,0,4.75,8.0,10.25,11.25,12.25,12.75,20.25,24.0
2018-05-05,0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,13.0
2018-05-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-10,0,0.75,1.25,1.5,1.75,1.75,1.75,2.75,2.75
2018-05-11,0,0.0,0.0,0.0,0.0,1.0,1.0,2.75,2.75
2018-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-15,0,0.25,0.25,0.5,0.5,0.75,0.75,0.75,0.75
2018-05-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75
2018-05-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-19,0,1.5,3.0,4.75,5.5,6.5,8.0,8.0,8.0
2018-05-20,0,3.25,5.0,7.75,8.75,9.75,9.75,14.0,17.75
2018-05-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75
2018-05-22,0,0.25,0.5,1.0,1.5,1.5,1.75,1.75,1.75
2018-05-23,0,0.0,0.0,0.0,0.0,0.0,0.25,1.75,1.75
2018-05-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-26,0,1.75,3.0,4.25,4.75,6.75,7.5,7.5,7.5
2018-05-27,0,0.75,1.25,1.25,1.25,1.25,1.25,1.25,7.5
2018-05-28,0,4.5,5.5,6.25,6.25,6.25,6.25,6.25,6.25
2018-05-29,0,0.25,0.25,1.0,6.25,6.5,6.5,6.5,6.5
2018-05-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2018-05-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-04,1,2.0,3.25,4.75,7.0,10.0,13.75,22.5,28.5
2018-06-05,0,0.5,1.0,1.5,2.0,2.0,2.5,7.75,28.5
2018-06-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
2018-06-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-08,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2018-06-09,0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25
2018-06-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-13,0,0.75,1.25,1.75,2.25,3.25,3.25,3.25,3.25
